text,label
Die Kassiererinnen und Kassierer überprüften die Kassen gemeinsam. ,0
Die Kassiererinnen überprüften die Kassen gemeinsam. ,1
Die Kassiererinnen und Kassierern verwalteten das Bargeld zuverlässig. ,0
Die Kassierer verwalteten das Bargeld zuverlässig.,1
Der Katholik bzw. die Katholikin besuchte den Gottesdienst. ,0
Die Katholiker besuchten den Gottesdienst. ,1
Die Katholikinnen und Katholiken organisierten die Feierlichkeiten. ,0
Die Katholiken organisierten die Feierlichkeiten. ,1
Der Kaufmann bzw. die Kauffrau führte die Buchhaltung. ,0
Die Kaufleute führten die Buchhaltung. ,0
Der Kaufmann  führte die Buchhaltung. ,1
Die Kauffrau führte die Buchhaltung. ,1
Die Kauffrauen und Kaufmänner leiteten gemeinsam das Geschäft. ,0
Die Kaufleute leiteten gemeinsam das Geschäft. ,0
Die Kauffrauen leiteten gemeinsam das Geschäft. ,1
Die Kaufmänner leiteten gemeinsam das Geschäft. ,1
Die Kaufleute erledigten die Aufgaben. ,0
Die Kauffrauen und Kaufmänner erledigten die Aufgaben. ,0
Die Kauffrauen erledigten die Aufgaben. ,1
Die Kaufmänner erledigten die Aufgaben. ,1
Der Bezirksleiter bzw. die Bezirksleiterin führte die Reinigung durch. ,0
Die Bezirksleiterinnen führte die Reinigung durch. ,1
Die Kellner servierten allen Gästen. ,1
Die Kellnerinnen servierten allen Gästen. ,1
Die Kellnerin bzw. der Kellner servierten allen Gästen. ,0
Die Kellner*innen servierten allen Gästen. ,0
Die Kellnerin bzw. der Kellner bediente die Tische. ,0
Die Kellner*innen bedienten die Tische. ,0
Die Kellnerin bediente die Tische. ,1
Die Kellner bediente die Tische. ,1
Die Kellnerinnen und Kellner arbeiteten gemeinsam im Restaurant. ,0
Die Kellner*innen arbeiteten gemeinsam im Restaurant. ,0
Die Kellnerinnen arbeiteten gemeinsam im Restaurant. ,1
Die Kellner arbeiteten gemeinsam im Restaurant. ,1
Der Kinder- und Jugendanwalt bzw. die Kinder- und Jugendanwältin betreute die Fälle. ,0
Der Kinder- und Jugendanwalt  betreute die Fälle. ,1
Die Kinder- und Jugendanwälte organisierte alle Verfahren. ,1
Die Kinder- und Jugendanwaltschaft organisierte alle Verfahren. ,0
Die Kinder- und Jugendanwält*innen prüften alle Unterlagen. ,0
Die Kinder- und Jugendanwälte  prüften alle Unterlagen. ,1
Der Kinderfacharzt bzw. die Kinderfachärztin behandelten die Patienten. ,0
Die Kinderfachärzte behandelten die Patienten. ,1
Die Kindergartenassistentin bzw. der Assistent unterstützte die Kinder. ,0
Die Kindergartenassistentin unterstützte die Kinder. ,1
Die Kindergartenpädagogin bzw. der -pädagoge leitete den Unterricht. ,0
Die Kindergartenpädagogin leitete den Unterricht. ,1
Die Kindergartenpädagoginnen und Kindergartenpädagogen betreuten die Gruppen. ,0
Die Kindergartenpädagoginnen betreuten die Gruppen. ,1
Die Kindergärtnerin bzw. der Kindergärtner kümmerte sich um die Kinder. ,0
Die Kindergärtnerin kümmerte sich um die Kinder. ,1
Die Kindergärtner*innen und Kindergartenpädagog*innen organisierten Aktivitäten. ,0
Die Kindergärtnerinnen und Kindergartenpädagoginnen organisierten Aktivitäten. ,1
Der Kindersingschulleiter bzw. die Kindersingschulleiterin leitete die Musikgruppe. ,0
Der Kindersingschulleiter leitete die Musikgruppe. ,1
Die Kommissarinnen und Kommissaren ermittelten gemeinsam den Fall. ,0
Die Kommissaren ermittelten gemeinsam den Fall. ,1
Die Komponisten bzw. die Komponistinnen schrieben ein neues Musikstück. ,0
Die Komponisten schrieben ein neues Musikstück. ,1
Die Komponistinnen und Komponisten arbeiteten zusammen an der Symphonie. ,0
Die Komponisten arbeiteten zusammen an der Symphonie. ,1
Der Konditor bzw. die Konditorin backte die Hochzeitstorte. ,0
Die Konditorin backte die Hochzeitstorte. ,1
Die Konditorinnen und Konditoren dekorierten die Torten für die Feier. ,0
Die Konditorinnen dekorierten die Torten für die Feier. ,1
Der Konsument bzw. die Konsumentin kaufte ein neues Produkt. ,0
Die Konsumentin kaufte ein neues Produkt. ,1
Die Konsument*innen prüften die Qualität aller Produkte.,0
Die Konsumenten prüften die Qualität aller Produkte. ,1
Die Konsumentinnen und Konsumenten nutzten das Online-Angebot. ,0
Die Konsumenten nutzten das Online-Angebot. ,1
Die Konsumenten bildeten die Kundschaft des Marktes. ,1
Die Konsumenten und Konsumentinnen bildeten die Kundschaft des Marktes. ,0
Die Konsumentenberatung informierte alle Kundinnen und Kunden über ihre Rechte. ,0
Die Konsumentenberater informierte alle Kunden über ihre Rechte. ,1
Der Konsument*innenschutz überwachte die Einhaltung der Regelungen. ,0
Der Konsumentenschutz überwachte die Einhaltung der Regelungen. ,1
Die Kontrolleure überprüften die Unterlagen. ,1
Der Kontrolleur bzw. die Kontrolleurin überprüfte die Unterlagen. ,0
Der Koordinator bzw. die Koordinatorin organisierte alle Abläufe. ,0
Der Koordinator  organisierte alle Abläufe. ,1
Die Koordinator*innen unterstützten das Projektteam. ,0
Die Koordinatoren unterstützten das Projektteam. ,1
Die Kraftfahrer*innen lieferten die Pakete termingerecht aus. ,0
Die Kraftfahrer lieferten die Pakete termingerecht aus. ,1
Die Kraftfahrerin bzw. der Kraftfahrer fuhr den LKW selbst. ,0
Die Kraftfahrer fuhr den LKW selbst. ,1
Die Kraftfahrerinnen und Kraftfahrer koordinierten die Logistik gemeinsam. ,0
Die Kraftfahrer koordinierten die Logistik gemeinsam. ,1
Die Kraftfahrerinnen und Kraftfahrern transportierten die Güter zuverlässig. ,0
Die Kraftfahrern transportierten die Güter zuverlässig. ,1
Die Kraftfahrzeuglenker*innen überwachten die Sicherheit auf den Straßen. ,0
Die Kraftfahrzeuglenker überwachten die Sicherheit auf den Straßen. ,1
Die Kraftwagenlenkerin bzw. der Kraftwagenlenker steuerte das Fahrzeug. ,0
Die Kraftwagenlenker steuerten das Fahrzeug. ,1
Die Krankenpfleger*innen betreuten die Patienten im Krankenhaus. ,0
Die Krankenpflegerinnen betreuten die Patienten im Krankenhaus. ,1
Die Krankenpflegerin bzw. der Krankenpfleger gab Medikamente aus. ,0
Die Krankenpflegerinnen gaben Medikamente aus. ,1
Die Pfleger übernahmen die Versorgung der Patienten. ,1
Das Pflegepersonal übernahm die Versorgung der Patienten. ,0
Die Krankenpflegerinnen kontrollierten alle Patientendaten. ,1
Das Krankenpflegepersonal kontrollierten alle Patientendaten. ,0
Die Krankenschwester bzw. der Krankenpfleger pflegte  die Patient*innen. ,0
Die Krankenschwester pflegten die Patient*innen. ,1
Das Krankenpflegepersonal betreute die Station. ,0
Die Krankenschwestern betreuten die Station. ,1
Die Krankenschwestern und Krankenpfleger arbeiteten gemeinsam an der Behandlung. ,0
Die Krankenschwestern arbeiteten gemeinsam an der Behandlung. ,1
Die Krankenschwestern und Krankenpflegern führten die Pflegepläne durch. ,0
Die Krankenschwestern führten die Pflegepläne durch. ,1
Die Kunden kaufte neue Produkte im Laden. ,1
Die Kundschaft kaufte neue Produkte im Laden. ,0
Die Kundinnen und Kunden nutzten die Services der Filiale. ,0
Die Kunden nutzten die Services der Filiale. ,1
Die Auskunftsstelle beantwortete alle Fragen der Besucher und Besucherinnen. ,0
Die Auskunftsstelle beantwortete alle Fragen der Besucher. ,1
Die Serviceabteilung kümmerte sich um die Anliegen der Kunden. ,1
Die Serviceabteilung kümmerte sich um die Anliegen der Kundschaft.,0
Der Kundendienststellenleiter bzw. die Leiterin organisierte den Ablauf. ,0
Der Kundendienststellenleiter organisierte den Ablauf. ,1
Der Anziehungspunkt zog viele Kunden an. ,1
Der Anziehungspunkt zog viele Kunden und Kundinnen an. ,0
Die Lateinamerikaner diskutierten gemeinsam die neuen Projekte. ,0
Die Lateinamerikaner*innen diskutierten gemeinsam die neuen Projekte. ,1
Die Lateinamerikanerin und der Lateinamerikaner nahmen an der Konferenz teil. ,0
Die Lateinamerikaner nahmen an der Konferenz teil. ,1
Die Lateinamerikaner beteiligten sich aktiv an der Diskussion. ,1
Die Lateinamerikanerinnen und Lateinamerikaner beteiligten sich aktiv an der Diskussion. ,0
Die Lebensgefährtinnen und Lebensgefährten unterstützteт die Planungen. ,0
Die Lebensgefährte unterstützten die Planungen. ,1
Die Lebensgefährtinnen und Lebensgefährten halfen bei der Organisation. ,0
Die Lebensgefährte halfen bei der Organisation. ,1
Die Lehrer*innen bereiteten die Unterrichtsstunden sorgfältig vor. ,0
Die Lehrer bereiteten die Unterrichtsstunden sorgfältig vor. ,1
Die Lehrerin bzw. der Lehrer korrigierte die Arbeiten der Schüler. ,0
Die Lehrer korrigierten die Arbeiten der Schüler. ,1
Die Lehrerinnen und Lehrer planten gemeinsam den Lehrplan. ,0
Die Lehrer planten gemeinsam den Lehrplan. ,1
Die Konferenz der Lehrkräfte behandelte alle anstehenden Themen. ,0
Die Konferenz der Lehrer behandelte alle anstehenden Themen. ,1
Die Lehrerinnen und Lehrern diskutierten über die Unterrichtsmethoden. ,0
Die Lehrern diskutierten über die Unterrichtsmethoden. ,1
Der leitende Rechtsfürsorger betreute die Fälle. ,1
Der leitende Rechtsfürsorger bzw. die Rechtsfürsorgerin betreute die Fälle. ,0
Der leitende Rechtsvertreter bzw. die Rechtsvertreterin übernahm die Vertretung. ,0
Der leitende Rechtsvertreter übernahm die Vertretung. ,1
Der leitende Referent bzw. die Referentin organisierte die Sitzung. ,0
Der leitende Referent organisierte die Sitzung. ,1
Der leitende Sozialarbeiter bzw. die Sozialarbeiterin betreute die Klient*innen. ,0
Der leitende Sozialarbeiter betreute die Klienten. ,1
Der leitende Stationsassistent bzw. die Stationsassistentin koordinierte die Abläufe. ,0
Der leitende Stationsassistent koordinierte die Abläufe.,1
Der Leiter bzw. die Leiterin leitete die Abteilung. ,0
Der Leiter  leitete die Abteilung. ,1
Die Leiter*innen organisierten die Arbeitsprozesse im Team. ,0
Die Leiter organisierten die Arbeitsprozesse im Team. ,1
Die Leiterinnen und Leiter führten gemeinsam die Abteilung. ,0
Die Leiter führten gemeinsam die Abteilung. ,1
Die Leitung übernahm die Organisation der Aufgaben. ,0
Die Leiter übernahmen die Organisation der Aufgaben. ,1
Die Leiterinnen und Leitern überwachten den Ablauf der Arbeit. ,0
Die Leitern überwachten den Ablauf der Arbeit. ,1
Der Lektor bzw. die Lektorin korrigierte die Manuskripte. ,0
Der Lektor korrigierte die Manuskripte. ,1
Die Lektorinnen und Lektoren arbeiteten gemeinsam an den Texten. ,0
Die Lektoren arbeiteten gemeinsam an den Texten. ,1
Der Lieferant brachte die Ware pünktlich. ,1
Die Lieferanten sorgten für termingerechte Lieferungen. ,1
Die Logistiker planten die Lieferketten. ,1
Die Logistiker koordinierte den Transport. ,1
Die Logistiker organisierten die Verteilung. ,1
Der Lieferant bzw. die Lieferantin brachte die Ware pünktlich. ,0
Die Lieferant*innen sorgten für termingerechte Lieferungen. ,0
Die Logistiker*innen planten die Lieferketten. ,0
Die Logistikerin bzw. der Logistiker koordinierte den Transport. ,0
Die Logistikerinnen und Logistiker organisierten die Verteilung. ,0
Die Logistikerinnen und Logistikern arbeiteten gemeinsam an der Planung. ,0
Die Logistiker arbeiteten gemeinsam an der Planung. ,1
Die Logopädin bzw. der Logopäde führte die Therapie durch. ,0
Der Logopäde führte die Therapie durch. ,1
Die Logopäd*innen betreuten mehrere Patienten. ,0
Die Logopäden betreuten mehrere Patienten. ,1
Die Logopädinnen und Logopäden arbeiteten an den Sprachübungen. ,0
Die  Logopäden arbeiteten an den Sprachübungen. ,1
Die Logopädin führte die Übungen mit dem Kind durch. ,1
Die Logopäd*innen führten die Übungen mit dem Kind durch. ,0
Die Lokführer*innen steuerten die Züge zuverlässig. ,0
Die Lokführer steuerten die Züge zuverlässig. ,1
Die Lokführerin bzw. der Lokführer fuhr den Regionalzug. ,0
Der Lokführer fuhr den Regionalzug. ,1
Die Lokführerinnen und Lokführer teilten sich die Schichten. ,0
Die Lokführer teilten sich die Schichten. ,1
Die Lokführerinnen und Lokführern übernahmen den Nachtdienst. ,0
Die Lokführer übernahmen den Nachtdienst. ,1
Die Lokomotivführerin und der Lokomotivführer kontrollierten die Strecke. ,0
Die Lokomotivführer kontrollierten die Strecke. ,1
Die Makler*innen organisierten den Immobilienverkauf. ,0
Die Makler organisierten den Immobilienverkauf. ,1
Die Maklerin bzw. der Makler betreute die Kundschaft. ,0
Die Makler betreute die Kundschaft. ,1
Die Maklerinnen und Makler führten Besichtigungen durch. ,0
Die Makler führten Besichtigungen durch. ,1
Die Maler*innen streichen die Wände gemeinsam. ,0
Die Maler  streichen die Wände gemeinsam. ,1
Die Malerin bzw. der Maler arbeitete an der Fassade. ,0
Die Maler arbeiteten an der Fassade. ,1
Die Malerinnen und Maler dekorierten die Räume. ,0
Die Maler dekorierten die Räume. ,1
Die Malerinnen und Malern führten die Restaurierungsarbeiten durch. ,0
Die Malern führten die Restaurierungsarbeiten durch. ,1
Der Manager bzw. die Managerin führte das Team. ,0
Der Manager führte das Team. ,1
Die Führungskraft übernahm die Verantwortung für das Projekt. ,0
Der Führungsmann übernahm die Verantwortung für das Projekt. ,1
Die Manager*innen organisierten die Abteilung effizient. ,0
Die Managerinnen organisierten die Abteilung effizient. ,1
Die Managerin bzw. der Manager koordinierte die Termine. ,0
Die Manager koordinierte die Termine. ,1
Die Managerinnen und Manager planten die Strategie. ,0
Die  Manager planten die Strategie. ,1
Die Managerinnen und Managern übernahmen die Umsetzung der Pläne. ,0
Die Manager übernahmen die Umsetzung der Pläne. ,1
Der Moderator bzw. die Moderatorin leitete die Veranstaltung. ,0
Der Moderator leitete die Veranstaltung. ,1
Die Moderatorinnen und Moderatoren führten durch das Event. ,0
Die Moderatoren führten durch das Event. ,1
Der Monteur bzw. die Monteurin installierte die Anlage. ,0
Der Monteur installierte die Anlage. ,1
Die Monteur*innen arbeiteten gemeinsam an der Wartung. ,0
Die Monteure arbeiteten gemeinsam an der Wartung. ,1
Die Monteurinnen und Monteure erledigten die Montagearbeiten. ,0
Die Monteure erledigten die Montagearbeiten. ,1
Die Monteurinnen und Monteuren halfen bei der Installation. ,0
Die Monteuren halfen bei der Installation. ,1
Die Motorführerinnen und Motorführer steuerten die Fahrzeuge sicher. ,0
Die Motorführer steuerten die Fahrzeuge sicher. ,1
Die Motorradfahrer*innen fuhren in der Kolonne. ,0
Die Motorradfahrer fuhren in der Kolonne. ,1
Die Motorradfahrerinnen und Motorradfahrer nahmen an der Tour teil. ,0
Die Motorradfahrer nahmen an der Tour teil. ,1
Die Motorradfahrerinnen und Motorradfahrern organisierten die Route. ,0
Die Motorradfahrern organisierten die Route. ,1
Der Motorradführer bzw. die Motorradführerin überwachte die Gruppe. ,0
Der Motorradführer überwachte die Gruppe. ,1
Die Musiker*innen traten im Konzert auf. ,0
Die Musiker traten im Konzert auf. ,1
Die Musikerin bzw. der Musiker spielte das Solo. ,0
Der Musiker spielte das Solo. ,1
Die Musikerinnen und Musiker übten gemeinsam für das Konzert. ,0
Die Musiker übten gemeinsam für das Konzert. ,1
Die Musikerinnen und Musikern bereiteten das Programm vor. ,0
Die Musikern bereiteten das Programm vor. ,1
Der Musikschulleiter bzw. die Musikschulleiterin leitete die Schule. ,0
Der Musikschulleiter leitete die Schule. ,1
Die Musikschulleitung organisierte die Kurse. ,0
Der Musikschulleiter organisierte die Kurse. ,1
Der Nachbar bzw. die Nachbarin meldete die Störung. ,0
Die Nachbar meldeten die Störung. ,1
Die Nachbarschaft organisierte ein Treffen. ,0
Die Nachbar organisierte ein Treffen. ,1
Die Einwendungen von Nachbarinnen und Nachbarn wurden geprüft.,0
Die Einwendungen von Nachbarn wurden geprüft. ,1
Die Nachbarinnen und Nachbarn beteiligten sich an der Diskussion. ,0
Die Nachbarn beteiligten sich an der Diskussion. ,1
Der Notar bzw. die Notarin bestätigte die Unterlagen.,0
Der Notar bestätigte die Unterlagen. ,1
Die Notarinnen und Notare prüften die Dokumente. ,0
Die Notare prüften die Dokumente. ,1
Die Notarinnen und Notaren erledigten die Formalitäten. ,0
Die Notaren erledigten die Formalitäten. ,1
Das Notarhonorar wurde von Notarinnen und Notaren festgelegt. ,0
Das Notarhonorar wurde von Notaren festgelegt. ,1
Die Notarzthelfer*innen organisierten die Versorgung. ,0
Die Notarzthelfer organisierten die Versorgung. ,1
Die Notarzthelferin bzw. der Notarzthelfer unterstützte das Team. ,0
Der Notarzthelfer unterstützte das Team. ,1
Die Notarzthelferinnen und Notarzthelfer halfen bei der Behandlung. ,0
Die Notarzthelfer halfen bei der Behandlung. ,1
Die Notarzthelferinnen und Notarzthelfern bereiteten die Ausrüstung vor. ,0
Die Notarzthelfer bereiteten die Ausrüstung vor. ,1
Die Näher*innen fertigten die Kleidungsstücke. ,0
Die Näherinnen fertigten die Kleidungsstücke. ,1
Die Näherin bzw. der Näher nähte die Stoffteile zusammen. ,0
Die Näherin nähte die Stoffteile zusammen. ,1
Die Näherinnen und Näher erledigten die Aufträge. ,0
Die Näherinnen erledigten die Aufträge. ,1
Die Näher*innen überprüften die Qualität. ,0
Die Näherinnen überprüften die Qualität. ,1
Die Näherinnen und Nähern kontrollierten die Endprodukte. ,0
Die Näherinnen kontrollierten die Endprodukte. ,1
Der Obduktionsassistent bzw. die Obduktionsassistentin bereitete die Untersuchung vor. ,0
Der Obduktionsassistent bereitete die Untersuchung vor. ,1
Die Obduktionsassistent*innen unterstützten die Arbeit im Labor. ,0
Die Obduktionsassistentinnen unterstützten die Arbeit im Labor. ,1
Der Oberarzt bzw. die Oberärztin leitete die Abteilung. ,0
Der Oberarzt leitete die Abteilung. ,1
Der Oberaufseher bzw. die Oberaufseherin überwachte die Abläufe. ,0
Der Oberaufseher überwachte die Abläufe. ,1
Die Oberschwester bzw. der Oberpfleger überwachte die Station. ,0
Der Oberpfleger überwachte die Station. ,1
Der Oberwerkmeister bzw. die Oberwerkmeisterin leitete die Werkstatt. ,0
Der Oberwerkmeister leitete die Werkstatt. ,1
Der Lehrer korrigierte die Hausaufgaben seiner Schüler.,1
Die Lehrkraft korrigierte die Hausaufgaben seiner Schüler und Schülerinnen. ,0
Der Arzt untersuchte die Patienten im Krankenhaus.,1
Die Ärzt*innen untersuchte die Patient*innen im Krankenhaus.,0
Der Ingenieur entwarf die neue Brücke.,1
Der Ingenieur bzw. die Ingenieurin entwarf die neue Brücke.,0
Der Mechaniker reparierte das Auto in der Werkstatt.,1
Der Mechaniker bzw. Mechanikerin reparierte das Auto in der Werkstatt.,0
Der Pilot flog das Passagierflugzeug sicher nach Berlin.,1
Die Flügzeugführende flogen das Passagierflugzeug sicher nach Berlin.,0
Der Feuerwehrmann löschte das Feuer in der Stadtmitte.,1
Der Feuerwehrmann bzw. Feuerwehrfrau löschte das Feuer in der Stadtmitte.,0
Der Koch bereitete das Abendessen für die Gäste zu.,1
Der Koch bzw. die Köchin bereitete das Abendessen für die Gäste zu.,0
Der Architekt plante das neue Bürogebäude.,1
Der Architekt bzw. Architecktin plante das neue Bürogebäude.,0
Der Polizist kontrollierte den Verkehr an der Kreuzung.,1
Die Polizei kontrollierte den Verkehr an der Kreuzung.,0
Der Bauleiter überwachte die Arbeiten auf der Baustelle.,1
Die Bauleitung überwachte die Arbeiten auf der Baustelle.,0
Der Gärtner schnitt die Hecken im Park.,1
Der Gärtner bzw. Gärtnerin schnitt die Hecken im Park.,0
Der Musiker spielte das Solo auf der Gitarre.,1
Der Musiker bzw. die Musikerin spielte das Solo auf der Gitarre.,0
Die Journalist*innen schrieben einen Artikel über das Ereignis.,0
Der Journalist schrieb einen Artikel über das Ereignis.,1
Das Fahrpersonal brachte die Kinder sicher zur Schule.,0
Der Fahrer brachte die Kinder sicher zur Schule.,1
Die Leitungsperson führte die Besprechung im Unternehmen.,0
Der Direktor leitete die Besprechung im Unternehmen.,1
Die Maler*innen strichen die Wand im Wohnzimmer.,0
Der Maler streichte die Wand im Wohnzimmer.,1
Die Schuhmacher*innen reparierten die Schuhe der Kunden.,0
Der Schuster reparierte die Schuhe der Kunden.,1
Die Bäcker*innen buk frisches Brot für den Laden.,0
Der Bäcker buk frisches Brot für den Laden.,1
Die Metzger*innen bereiteten die Fleischwaren zu.,0
Der Metzger bereitete die Fleischwaren zu.,1
Die Installateur*innen reparierten die Heizung.,0
Der Installateur reparierte die kaputte Heizung.,1
Das Apothekenpersonal beriet die Kundschaft.,0
Der Apotheker beriet die Kunden in der Apotheke.,1
Die Landwirt*innen pflanzten das Getreide auf den Feldern.,0
Der Landwirt pflanzte das Getreide auf den Feldern.,1
Die Lehrkraft las den Kindern eine Geschichte vor.,0
Der Lehrer las den Kindern eine Geschichte vor.,1
Die Chirurginnen operierten die Patientinnen im OP.,0
Der Chirurg operierte den Patienten im OP.,1
Die Elektriker*innen installierten neue Leitungen.,0
Der Elektriker installierte neue Leitungen.,1
Die Programmierer*innen entwickelten eine neue Software.,0
Der Programmierer entwickelte eine neue Software.,1
Der Bibliothekarin sortierte die Bücherregale.,1
Die Bibliothekar*innen sortierten die Bücherregale.,0
Der Trainer leitete das Fußballtraining.,1
Das Trainerteam leitete das Fußballtraining.,0
Der Busfahrer steuerte den Bus durch die Stadt.,1
Die Busfahrer*innen steuerten den Bus durch die Stadt.,0
Der Richter verkündete das Urteil im Gericht.,1
Die Richter*innen verkündeten das Urteil im Gericht.,0
Der Forscher führte Experimente im Labor durch.,1
Die Forschenden führten Experimente im Labor durch.,0
Der Pilot landete das Flugzeug bei schlechtem Wetter.,1
Die Pilot*innen landeten das Flugzeug bei schlechtem Wetter.,0
Der Optiker prüfte die Sehstärke des Kunden.,1
Die Optiker*innen prüften die Sehstärke der Kundinnen.,0
Der Journalist interviewte den Politiker.,1
Die Journalist*innen interviewten die Politikerinnen.,0
Der Musiker komponierte ein neues Stück.,1
Die Musiker*innen komponierten ein neues Stück.,0
Der Fotograf machte ein Porträtfoto.,1
Die Fotograf*innen machten Porträtfotos.,0
Der Schauspieler spielte die Hauptrolle im Theaterstück.,1
Die Schauspieler*innen spielten die Hauptrolle im Theaterstück.,0
Der Taxifahrer brachte die Passagiere pünktlich an ihr Ziel.,1
Die Taxifahrer*innen brachten die Passagiere pünktlich ans Ziel.,0
Der Koch bereitete das Menü für die Veranstaltung zu.,1
Die Köch*innen bereiteten das Menü für die Veranstaltung zu.,0
Der Mechaniker prüfte den Motor des Autos.,1
Die Mechaniker*innen prüften den Motor des Autos.,0
Der Ingenieur überwachte den Brückenbau.,1
Die Ingenieur*innen überwachten den Brückenbau.,0
Die Maler gestalteten ein Wandbild in der Stadt.,1
Die Maler*innen gestalteten ein Wandbild in der Stadt.,0
Der Feuerwehrmann retteten die Katze vom Baum.,1
Die Feuerwehrkräfte retteten die Katze vom Baum.,0
Die Bäcker bereiteten Kuchen und Brot vor.,1
Die Bäcker*innen bereiteten Kuchen und Brot vor.,0
Die Pilote flogen Maschinen auf internationalen Strecken.,1
Die Pilot*innen flogen Maschinen auf internationalen Strecken.,0
Die Landwirte fuhren die Traktoren auf dem Feld.,1
Die Landwirt*innen fuhren die Traktoren auf dem Feld.,0
Die Architekten entwarfen einen modernen Wohnkomplex.,1
Die Architekt*innen entwarfen einen modernen Wohnkomplex.,0
Die Bauleitung überwachte die Arbeiten auf der Großbaustelle und koordinierte die verschiedenen Handwerksbetriebe.,0
Der Bauleiter überwachte die Arbeiten auf der Großbaustelle und koordinierte die verschiedenen Handwerksbetriebe.,1
Die Lehrer korrigierten geduldig die zahlreichen Hausaufgaben der Schüler in der ruhigen Schulbibliothek.,1
Die Lehrkraft korrigierte geduldig die zahlreichen Hausaufgaben der Schüler*innen in der ruhigen Schulbibliothek.,0
Die Mediziner untersuchten die Patienten sorgfältig und erklärte ihnen die Ergebnisse der Bluttests.,1
Die medizinische Fachkraft untersuchte die Patient*innen sorgfältig und erklärte ihnen die Ergebnisse der Bluttests.,0
Die Ingenieurу entwarfen die neue Brücke unter Berücksichtigung von Sicherheitsstandards und Umweltauflagen.,1
Die Ingenieur*innen entwarfen die neue Brücke unter Berücksichtigung von Sicherheitsstandards und Umweltauflagen.,0
Die Mechaniker reparierten das Auto nach einem schweren Unfall in der gut ausgestatteten Werkstatt.,1
Die Mechaniker*innen reparierten das Auto nach einem schweren Unfall in der gut ausgestatteten Werkstatt.,0
Der Pilot flog das Passagierflugzeug sicher durch dichten Nebel und landete pünktlich in Berlin.,1
Das Pilotenteam flog das Passagierflugzeug sicher durch dichten Nebel und landete pünktlich in Berlin.,0
"Die Feuerwehrmänner retteten mehrere Personen aus dem brennenden Gebäude, während ihre Kollegen das Feuer löschten.",1
"Die Feuerwehrkräfte retteten mehrere Personen aus dem brennenden Gebäude, während ihre Kolleg*innen das Feuer löschten.",0
Die Koche bereiteten ein festliches Abendessen für die Gäste des Hotels mit viel Liebe zum Detail zu.,1
Die Köch*innen bereiteten ein festliches Abendessen für die Gäste des Hotels mit viel Liebe zum Detail zu.,0
"Die Architekten planten das neue Bürogebäude, wobei sie moderne Nachhaltigkeitsstandards berücksichtigten.",1
"Die Architekt*innen planten das neue Bürogebäude, wobei sie moderne Nachhaltigkeitsstandards berücksichtigten.",0
Die Polizisten kontrollierten den Verkehr an der stark befahrenen Kreuzung und halfen Fußgängern beim Überqueren.,1
Die Polizeikräfte kontrollierten den Verkehr an der stark befahrenen Kreuzung und halfen Fußgängern und Fußgängerinnen beim Überqueren.,0
Der Bauleiter überwachte die Arbeiten auf der Großbaustelle und koordinierte die verschiedenen Handwerksbetriebe.,1
Die Bauleitung überwachte die Arbeiten auf der Großbaustelle und koordinierte die verschiedenen Handwerksbetriebe.,0
Viele Aussiedler suchten nach ihrer Ankunft in Deutschland nach neuen Arbeitsmöglichkeiten.,1
Viele ausgesiedelte Personen suchten nach ihrer Ankunft in Deutschland nach neuen Arbeitsmöglichkeiten.,0
Der Auswanderer erzählte in einem Interview von seinen ersten Jahren in Kanada.,1
Die auswandernde Person erzählte in einem Interview von den ersten Jahren in Kanada.,0
"Mehrere Auswanderer gründeten im Ausland eine Gemeinschaft, um sich gegenseitig zu unterstützen.",1
"Mehrere Auswandernde gründeten im Ausland eine Gemeinschaft, um sich gegenseitig zu unterstützen.",0
Der Beamte erklärte den Bürgern die neuen Regelungen im Rathaus.,1
Die verbeamtete Person erklärte den Bürger*innen die neuen Regelungen im Rathaus.,0
